Сайт;Тип блока;Заголовок;Описание;Дата и время;Картинка;Ссылка
lenta.ru;MINI;Путин примет участие в закладке нового ледокола;;13:57;;https://lenta.ru/news/2025/11/16/putin-primet-uchastie-v-zakladke-novogo-ledokola/
lenta.ru;MINI;Причину появления скандальных публикаций о связи Трампа с Эпштейном объяснили;;13:47;;https://lenta.ru/news/2025/11/16/prichinu-poyavleniya-skandalnyh-publikatsiy-o-svyazi-trampa-s-epshteynom-ob-yasnili/
lenta.ru;MINI;Российской семье пришлось вызвать скорую после похода в театр;;13:44;;https://lenta.ru/news/2025/11/16/rossiyskoy-semie-prishlos-vyzvat-skoruyu-posle-pohoda-v-teatr/
lenta.ru;MINI;На Западе предрекли стратегическое поражение Украины;;13:37;;https://lenta.ru/news/2025/11/16/na-zapade-predrekli-strategicheskoe-porazhenie-ukrainy/
lenta.ru;MINI;Президент Финляндии призвал Европу продолжать поддерживать Украину;;13:36;;https://lenta.ru/news/2025/11/16/prezident-finlyandii-prizval-evropu-prodolzhat-podderzhivat-ukrainu/
lenta.ru;BIG;«Покажу, кто лучший в мире»;Россиянин Махачев идет за вторым поясом UFC. Сможет ли он превзойти Хабиба Нурмагомедова?;00:01, 13 ноября 2025;https://icdn.lenta.ru/images/2025/11/11/13/20251111135641608/owl_article_280_9ee0e42032d724baef8b4e162e04188e.jpg;https://lenta.ru/articles/2025/11/13/pokazhu-kto-luchshiy/
lenta.ru;MINI;В России скорректировали цены на 12 марок автомобилей;;13:35;;https://lenta.ru/news/2025/11/16/v-rossii-skorrektirovali-tseny-na-12-marok-avtomobiley/
lenta.ru;BIG;Сидни Суини обвинили в расизме из-за рекламы с ее «хорошими генами».;Реакция звезды на хейт превратилась в мем;00:01, 13 ноября 2025;https://icdn.lenta.ru/images/2025/11/11/19/20251111191838878/owl_article_280_3c1587f40859ae73e2f49c38d9c2fd37.jpg;https://lenta.ru/extlink/2025/11/13/sidni-suini-obvinili-v-rasizme-iz-za-reklamy-o-ee-horoshih-genah/?intlnk=true
lenta.ru;MINI;Врач ответила на вопрос о пользе поцелуев для здоровья;;13:35;;https://lenta.ru/news/2025/11/16/vrach-otvetil-na-vopros-o-polze-potseluev-dlya-zdorovya/
lenta.ru;MINI;Семья медведей украла улов у рыбаков и попала на видео;;13:30;;https://lenta.ru/news/2025/11/16/semya-medvedey-ukrala-ulov-u-rybakov-i-popala-na-video/
lenta.ru;MINI;Россиянин с кокаином попал в засаду полиции Таиланда;;13:23;;https://lenta.ru/news/2025/11/16/rossiyanin-s-kokainom-popalsya-v-zasadu-politsii-tailanda/
lenta.ru;MINI;Назван способный защитить легкие зимой фрукт;;13:16;;https://moslenta.ru/news/lyudi/nazvan-sposobnyi-zashitit-legkie-zimoi-frukt-16-11-2025.htm
lenta.ru;MINI;Мостовой предложил Карпину найти третью команду;;13:11;;https://lenta.ru/news/2025/11/16/mostovoy-predlozhil-karpinu-nayti-tretyu-komandu/
lenta.ru;MINI;Зеленский договорился с Грецией об импорте газа на Украину;;13:10;;https://lenta.ru/news/2025/11/16/zelenskiy-dogovorilsya-s-gretsiey-ob-importe-gaza-na-ukrainu/
lenta.ru;BIG;«Они верят в российскую угрозу»;Почему Евросоюз и Великобритания не хотят мира на Украине и чего они добиваются от России?;00:01, 12 ноября 2025;https://icdn.lenta.ru/images/2025/10/29/12/20251029122925292/owl_article_280_dd29a75f2e07925adcb9eab70336c754.jpg;https://lenta.ru/articles/2025/11/12/lane/
lenta.ru;MINI;В Израиле оценили идею создания Палестины;;13:00;;https://lenta.ru/news/2025/11/16/v-izraile-otsenili-ideyu-sozdaniya-palestina/
lenta.ru;BIG;Мошенники атакуют родственников солдат, пропавших без вести на СВО.;Какие уловки они используют?;00:01, 12 ноября 2025;https://icdn.lenta.ru/images/2025/11/11/11/20251111111551027/owl_article_280_32c1977456ba0ae88c29990be1ad80f8.jpg;https://lenta.ru/extlink/2025/11/11/moshenniki/?intlnk=true
lenta.ru;MINI;В четырех регионах России пропал интернет из-за повреждения кабеля неизвестными;;13:00;;https://lenta.ru/news/2025/11/16/v-chetyreh-regionah-rossii-propal-internet-iz-za-povrezhdeniya-kabelya-neizvestnymi/
lenta.ru;MINI;Расстегнутая ширинка увеличила стоимость Диброва;;12:49;;https://lenta.ru/news/2025/11/16/rasstegnutaya-shirinka-uvelichila-stoimost-dibrova/
news.mail.ru;ARTICLE (0);Актёр из «Самой обаятельной и привлекательной» Абесадзе умер в 85 лет;Общество ◯ Life.ru (https://life.ru) ◯ «Мы приносим глубочайшие соболезнования его супруге — ведущему картвелологу России Лие Башелеишвили, а также всем родным и близким Гурама Абесадзе», — написали к некрологе.;23:55, 16 ноября 2025;https://resizer.mail.ru/p/1f0c04b1-3e2c-5376-846c-a6385d96acb7/AQAGWIGK7eI0ak5pS_7HtZhVL0bp1OnCGnau1S7A9LYoZteS8g7Q3BO3J-SPHPjhaI1bllQZuyvU7Nq9sp7UlAeXxJ4.jpg;https://news.mail.ru/society/68733607/
news.mail.ru;ARTICLE (0);В США неизвестные открыли стрельбу по прохожим, погибли ребёнок и женщина;Общество ◯ Life.ru (https://life.ru) ◯ По словам местных жителей, вечером в районе прозвучала серия выстрелов, за которой последовали крики людей. Правоохранительные органы оперативно перекрыли доступ в один из жилых домов, расположенных поблизости. Инцидент произошёл непосредственно на участке 300-го квартала Чанселлор-авеню, где криминалисты обнаружили не менее 17 гильз.;23:51, 16 ноября 2025;https://resizer.mail.ru/p/a3c3a4cb-b6a5-5288-b11b-525d1db58492/AQAGWECO8TSfSoGKHzuDHoyfapB1Pv23UyQDP7vgN6KfZ-vTznJxMyfesFviIpNZ82SKFBWK2h9jPUio2t_6YO95tWc.jpg;https://news.mail.ru/society/68733587/
news.mail.ru;ARTICLE (0);На шоссе в Подмосковье из-за гололёда столкнулось минимум пять машин;Происшествия ◯ Life.ru (https://life.ru) ◯ Кадры с места массового ДТП в Подмосковье. Видео © Telegram / Mash. По данным Telegram-канала, в результате аварии один водитель грузовика оказался заблокирован в кабине. Ещё один автомобилист оказал помощь женщине, выбравшейся из искорёженной легковушки.;23:47, 16 ноября 2025;https://resizer.mail.ru/p/3a8b2203-0f01-5103-b824-2f68666815f8/AQAGjNLj8U1e6_YnafPRY5YAHUVc8hdRu17DYJVGMKn7jQUyb6V6RPqR27alXmMJUPOIOJ9xbCEcOJUJh5eZO5Au8qQ.jpg;https://news.mail.ru/incident/68733560/
news.mail.ru;ARTICLE (0);В Стамбуле опечатали отель после смерти трех туристов;Общество ◯ Газета.Ру (https://www.gazeta.ru/) ◯ Трое постояльцев гостиницы в Стамбуле, среди них двое детей, скончались. По предварительным данным, из-за отравления неизвестным веществом. По одной из версий, яд был в кулере с водой, по другой — был распылен на соседнем этаже в ходе дезинсекции. Однако в полиции считают, что эти смерти «подозрительные».;23:15, 16 ноября 2025;https://resizer.mail.ru/p/2768fc3e-2872-5ead-bcb6-26882370acf0/AQAGyUXhR9xS0pdUthQnOhj3VHrnDnSRdDTOFTnISEha2wkglKEuVn0gnvLe9bJ2AiejlVdNBTBfyyBaNETebDaQc98.jpg;https://news.mail.ru/society/68733393/
news.mail.ru;ARTICLE (0);В Ростовской области в ДТП погиб подросток;Происшествия ◯ ТАСС (https://www.tass.ru/) ◯ Подросток погиб, выехав на красный сигнал светофора на железнодорожный переезд в Ростовской области на трассе Волгоград — Каменск-Шахтинский — Луганск. Машина наехала на автоматический бордюр, опрокинулась и загорелась, сообщили в Госавтоинспекции региона.;23:06, 16 ноября 2025;https://resizer.mail.ru/p/63672b02-968a-532d-b3f2-9063ed695e10/AQAGFyl4y-Qg2aCKXIdilt4fl0BFJZYJdx_BOXjFlk67dNQSRHm3vnx21UYscE1jhLXRXwEurTfmz8WwXCUygxNGUmg.jpg;https://news.mail.ru/incident/68733220/
news.mail.ru;ARTICLE (0);В Индии задержали еще одного организатора взрыва в Нью-Дели;Происшествия ◯ ТАСС (https://www.tass.ru/) ◯ Национальное бюро расследований Индии (NIA) задержало еще одного из организаторов теракта у исторической крепости Красный Форт в Нью-Дели. Об этом сообщила газета Hindustan Times. Задержанный по имени Амир Рашид Али проживал в индийской союзной территории Джамму и Кашмир. Автомобиль Hyundai i20, использованный при нападении, был зарегистрирован на него. По данным NIA, Али прибыл в Нью-Дели, чтобы организовать приобретение автомобиля. Его арест считается крупным успехом для бюро расследований, поскольку подтверждает наличие скоординированного заговора при подготовке теракта, указывает газета.;23:05, 16 ноября 2025;https://resizer.mail.ru/p/3a619bc4-4761-5e0a-992a-f01619ab5c1d/AQAG1LJoa8OF9A8lUzq7AU2zSae0yF9tS_oyDH-L5nOShY-b-jkyTrPnP92jjxAyg3j6F0Cz49lMj0WFJ7hV69XS7XY.jpg;https://news.mail.ru/incident/68733274/
news.mail.ru;ARTICLE (0);Два человека погибли при пожаре в строящемся здании в подмосковном Видном;Происшествия ◯ РБК (https://www.rbc.ru/) ◯ В подмосковном Видном произошел пожар в строящемся здании, в результате которого погибли два человека. Об этом сообщает Следственный комитет Московской области. По данным МЧС, площадь возгорания составила 30 кв. м. СК возбудил уголовное дело по статье о причинении смерти по неосторожности двум лицам (ч.3 ст. 109 УК). Максимальное наказание по этой статье — лишение свободы на срок до четырех лет.;22:58, 16 ноября 2025;https://resizer.mail.ru/p/05d9d89d-88c4-5b79-bb78-0efd6141c0e8/AQAGqbUEVlNt9cGY4HbUk4UCseoZYQZvKDdyW5rYTpG3LdsU8yRx2N0ajA4ifsbDa_OY80Nx4j84rZsD9Yq_r3XEYt0.jpg;https://news.mail.ru/incident/68733010/
news.mail.ru;ARTICLE (0);Из-за технической неисправности в Екатеринбурге задержали рейс на Фукуок;Происшествия ◯ РБК (https://www.rbc.ru/) ◯ В аэропорту Кольцово в Екатеринбурге задержан вылет рейса ZF-2637 авиакомпании Azurair на вьетнамский остров Фукуок. Причиной задержки стала техническая неисправность воздушного судна. Об этом сообщает Уральская транспортная прокуратура.;22:10, 16 ноября 2025;https://resizer.mail.ru/p/f56f5b2b-6f61-52ef-88fa-dd4ac256d971/AQAGE1iK1oqW-3CaRWn9Ic6O3X925DnzsMfeJWkH75Vl6ipD4SbJxgG2CAyAg9rzTnYe6NaF0HT7gQO5iLOhSQxrCXE.jpg;https://news.mail.ru/incident/68732499/
news.mail.ru;ARTICLE (0);В пруду на востоке Москвы нашли пакет с головой ребенка;Общество ◯ Газета.Ру (https://www.gazeta.ru/) ◯ В Гольяновском пруду на востоке Москвы обнаружен рюкзак с головой ребенка. По данным источников, на шее мальчика присутствуют следы удушения. По предварительной информации, в деле уже появился подозреваемый. Подробности — в материале «Газеты.Ru».;21:02, 16 ноября 2025;https://resizer.mail.ru/p/cc6e43a0-e039-56ef-9e09-b7613258cd5b/AQAGGWiI7x-8XVdzzjpLvYBql5Ba-6SqwIp8E9WBJBayk_LHRPTp9A1FESElbBMYILMYHDk9y8PkPLSOzisW__NKu5c.jpg;https://news.mail.ru/society/68732544/
news.mail.ru;ARTICLE (0);Сенатор Гибатдинов предложил проверять дееспособность пожилых продавцов жилья;Общество ◯ Газета.Ру (https://www.gazeta.ru/) ◯ В Совфеде предложили Минюсту обязать пенсионеров подтверждать свою дееспособность при продаже недвижимости, а в Госдуме призвали создать систему безопасных сделок для подобных ситуаций. Причина — рост числа случаев, когда пожилые продавцы оспаривают сделки через суд и возвращают себе квартиры. Эксперты винят в происходящем «эффект Ларисы Долиной» — новый вид мошенничества распространился после того, как суд вернул певице проданную квартиру.;19:45, 16 ноября 2025;https://resizer.mail.ru/p/b787891d-b891-57cd-9ce6-dd303c480d86/AQAGiNew3ObufxMKvxFbGNU7BzN4bkgRCN4MbjqAlGWVJg5cFLyj1n8WIRMEYgJGDH6x3BgdDiMPmTEAhYh9Wu8vOVc.jpg;https://news.mail.ru/society/68732008/
news.mail.ru;ARTICLE (0);В ДНР введут концепцию военного туризма;Общество ◯ © РИА Новости (https://ria.ru/) ◯ В ДНР введут концепцию военного туризма, заявил РИА Новости зампред правительства ДНР Кирилл Макаров. «Республика сейчас представляет собой ассоциацию мест боевой славы, которые связаны с Донбасской освободительной операцией в 1943 году, событиями гражданской войны 2014 года и специальной военной операцией, которая началась в 2022 году. Это ключевые точки, которые могут привлекать туристов… Мы сделали такой большой межведомственный штаб по туризму в целом, в рамках которого мы начинаем работать. На территории республики реализуется национальный проект “Туризм-гостеприимство”, — сказал РИА Новости Макаров.;19:09, 16 ноября 2025;https://resizer.mail.ru/p/1769327a-6029-56e0-b219-0d72eabd4bd2/AQAGu2lg8w7Dm7i49LKsYPvW7RDP1VQG3ljk4P6WpG3MG_nN_CGoHaiXyFW2vuYk6UA7jeglIosOv4cwBbSaaseRKU4.jpg;https://news.mail.ru/society/68731797/
news.mail.ru;ARTICLE (0);В Москве рекомендовали использовать городской транспорт для поездок;Общество ◯ © РИА Новости (https://ria.ru/) ◯ В департаменте транспорта Москвы порекомендовали использовать городской транспорт для поездок по столице, 17 ноября в центре возможны локальные ограничения движения.;19:00, 16 ноября 2025;https://resizer.mail.ru/p/4d34e65b-3971-51d3-acbd-243885ade0de/AQAGRwb4lrj12UMR3wcuGT7Vby2RI-G6cugeipuCcDMwLzy5j6rhSgoTsYViIKPyCqRvSlKdTGF1nV26P1LqqRs8Uco.jpg;https://news.mail.ru/society/68731733/
news.mail.ru;ARTICLE (0);Детский омбудсмен призвала ограничить доступ к базе данных детей-сирот;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Уполномоченный по правам ребенка в Москве Ольга Ярославская предложила ограничить публичный доступ к базе данных детей-сирот, считая, что она должна быть доступна только тем, кто прошёл обучение в школе приёмных родителей и действительно готов взять ребенка под свою опеку.;18:51, 16 ноября 2025;https://resizer.mail.ru/p/d8fd5a15-d899-5d31-bd2d-ed5ea84c714f/AQAGVAuVNX_Qj3nz34MX26Ue4eulc5eqhZ_Pc_9lgttnQLeaqup3Y68prCsRjy8W72jimXGXoO3e635NcjU0d7KkUzY.jpg;https://news.mail.ru/society/68731666/
news.mail.ru;ARTICLE (0);Более 600 единиц техники продолжают убирать снег на улицах Петербурга;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Улицы в Санкт-Петербурге в воскресенье убирают 631 единица спецтехники и 608 сотрудников ручной уборки, сообщил вице-губернатор города Евгений Разумишкин.;18:49, 16 ноября 2025;https://resizer.mail.ru/p/f9ff1cbb-5530-5843-81bd-ea71601dfbc4/AQAGKxVj0cQRhOZjLH41L59WdWEFNRqvujV8e8420uecwa66PT60o_oTxNwSUlEPpprHNCVgoHh3UkHbXcqeAADt8mU.jpg;https://news.mail.ru/society/68731652/
news.mail.ru;ARTICLE (0);Ректор МГУ рассказал, какие военные звания могут получить студенты вуза;Общество ◯ © РИА Новости (https://ria.ru/) ◯ При Московском государственном университете существует военно-учебный центр, где можно получить звание, кроме того, на время учебы в вузе положена отсрочка от призыва на военную службу, сообщил ректор МГУ Виктор Садовничий.;18:35, 16 ноября 2025;https://resizer.mail.ru/p/f5129315-436b-5c28-9813-e497d32db6b9/AQAGQxwFbOsA0ryKav2psiRYCpX5U7H0IKF1lfD1C8llUKwP3M6ZSjfctOwMFE0gKtBFaIPFNtrxrUlVF3RE8LXQ0Vo.jpg;https://news.mail.ru/society/68731542/
news.mail.ru;ARTICLE (0);Песков рассказал о дружеских отношениях Путина и Токаева;Политика ◯ © РИА Новости (https://ria.ru/) ◯ Теплые дружеские отношения президентов России и Казахстана Владимира Путина и Касым-Жомарта Токаева позволяют лидерам открыто обсуждать важные международные и региональные вопросы, заявил пресс-секретарь президента России Дмитрий Песков.;18:07, 16 ноября 2025;https://resizer.mail.ru/p/6478ab27-b4c8-5582-aed9-43979754444c/AQAG8oQ02ZPFRwSQkQjhL1LJzFF2DIeHBYg9KzkZqNFI7IrpvjZYZRvuk8hdN0zGwG1anvzwQx7Yp_oKk9_pVeglsLA.jpg;https://news.mail.ru/politics/68731273/
news.mail.ru;ARTICLE (0);Yle: Финляндия выслала в Россию экс-бойца ЧВК «Вагнер»;Политика ◯ Газета.Ру (https://www.gazeta.ru/) ◯ Финские пограничники выслали в Россию мужчину, который просил политического убежища и заявлял о службе в ЧВК «Вагнер». Россиянина задержали в июне в городе Китеэ, он представился Евгением и заявил, что «бежал от войны». На допросе мужчина признался, что к границе его привезли друзья, а сам он рассчитывал добраться до Франции — но после задержания попросил о защите финские власти. Однако иммиграционная служба приняла решение о депортации.;18:01, 16 ноября 2025;https://resizer.mail.ru/p/8af9b3e5-cd12-54e9-a354-fd5fa074a66e/AQAGw_JJ4JL9sLmdDV9Hk_VssLwHHrjYLEVkeic3qkq_lAXG2--q1vjOgAkE1Z9U2aHynzOyBxRB_PmYjTm6b5R3jrE.jpg;https://news.mail.ru/politics/68731309/
news.mail.ru;ARTICLE (0);В Иране назвали условие для переговоров с США;Общество ◯ ТАСС (https://www.tass.ru/) ◯ Иран будет готов к переговорам с США только в том случае, если Вашингтон изменит свой подход. Об этом сообщил журналистам источник в МИД Ирана. По его словам, Иран заинтересован в компромиссном решении, которое устроит всех. Тегеран готов сделать свою ядерную программу максимально прозрачной в обмен на снятие санкций, в таком случае все будут в выигрыше.;17:46, 16 ноября 2025;https://resizer.mail.ru/p/4ddeb17f-cc6e-5c76-8146-a6c7766337b0/AQAG_HQl_zMQA7-Hn2XO9ErysrZKUGMSQopUPsxnAQCJXz0iSYdyumBBbwkbwhGXs6xV5v0S_1s3VU5DmQIK6M54mxA.jpg;https://news.mail.ru/society/68731003/
news.mail.ru;ARTICLE (0);Украина договорилась о поставках газа из Греции;Общество ◯ РБК (https://www.rbc.ru/) ◯ Украина подготовила соглашение по импорту газа из Греции, чтобы компенсировать потери украинской добычи на зимний период из-за российских ударов, сообщил президент Владимир Зеленский. «Это будет еще один маршрут поставки газа — чтобы максимально обезопасить маршруты импорта газа для Украины на зиму. У нас уже есть договоренности о финансировании импорта газа, и мы покроем потребность почти в €2 млрд», — написал он в телеграм-канале.;17:27, 16 ноября 2025;https://resizer.mail.ru/p/2fd2b95a-bd73-524c-a9c2-53a626d1d4cb/AQAGKb2ra5I8MEN24N9WHxky7eSDSfvrNuPNbJyJdK6K8G-8EXyGDGwRfEbjD4-zKhl6KisU2QxiESnhhODLHMO2V7c.jpg;https://news.mail.ru/society/68730801/
news.mail.ru;ARTICLE (0);Стубб призвал поддерживать Украину, несмотря на коррупционный скандал;Общество ◯ ТАСС (https://www.tass.ru/) ◯ Президент Финляндии Александер Стубб призвал Европу продолжать поддерживать Украину, несмотря на разгоревшийся коррупционный скандал. Об этом сообщает агентство Associated Press (AP). По его информации, Стубб отметил, что Владимир Зеленский должен как можно скорее разобраться с обвинениями в получении взяток и хищениях. Тем не менее президент Финляндии призвал европейских лидеров рассмотреть возможность увеличения финансовой и военной поддержки Киева.;17:17, 16 ноября 2025;https://resizer.mail.ru/p/cce6b120-9728-5258-8138-831b454503b9/AQAGpeCZfYVTpx7wOlMMIVI-CYyvDYY977baKdfI2ZIdp68h4x2M7tB1XIuNjlNqRJ7H7ymcPyb299ZGO3HzafIA_k8.jpg;https://news.mail.ru/society/68730812/
news.mail.ru;ARTICLE (1);В Бурятии прорвало временную дамбу;Происшествия ◯ © РИА Новости (https://ria.ru/) ◯ Временную дамбу, сооруженную во время строительства пешеходного моста, прорвало в селе Десятниково Тарбагатайского района Бурятии, угрозы населенным пунктам нет, сообщил РИА Новости представитель районной администрации..;17:16, 16 ноября 2025;https://resizer.mail.ru/p/ac4ed64b-e711-51ce-a529-2f52cbb11faa/AQAGeGdWJ1IpZpaO8NUsN5uTu7Y1Ow72uNPHIfu5ENylLcY0p7OtmcQT5__Jl9eDJzszfMvQeckSjK_uKHQC28lNvy4.jpg;https://news.mail.ru/incident/68730840/
news.mail.ru;ARTICLE (1);Скандал из-за измены разгорелся посреди улицы между новосибирцами;Общество ◯ Om1 Новосибирск (https://www.nsk.om1.ru) ◯ Конфликт у дома на улице Краузе закончился вызовом скорой помощи после удара одной из участниц. В ночь на 16 ноября у дома № 23 на улице Краузе в Новосибирске произошел публичный скандал между мужчиной и двумя девушками на почве ревности, сообщает Telegram-канал «Анонимный Новосибирск».;16:44, 16 ноября 2025;https://resizer.mail.ru/p/65975e51-b440-5d4d-92b1-492f20e10179/AQAGgb6mtf_CNQzwSBzMRC1t628mhsDdsgETPYVbG7CLODQWhozdmVEVVPrU30c5QD-xGVEaiKd6yEsORccxYnSKcbA.jpg;https://news.mail.ru/society/68730327/
news.mail.ru;ARTICLE (1);Новосибирцев предупредили о мошенничестве при покупке билетов на транспорт;Общество ◯ Комсомольская правда (https://kp.ru/) ◯ Злоумышленники создают сайты, имитирующие страницы транспортных предприятий. Жителей Новосибирской области предупредили о мошенничестве при покупке билетов на транспорт. Дело в том, что злоумышленники создают сайты, имитирующие страницы банков и транспортных предприятий, которые осуществляют пассажирские перевозки. И когда человек с помощью такого подставного сервиса покупает билет, мошенники получают данные банковской карты жертвы. Об этом сообщили в пресс-службе Управления на транспорте МВД России по Сибирскому федеральному округу.;16:43, 16 ноября 2025;https://resizer.mail.ru/p/77515e72-006a-5e42-8cdd-ba9dad1ce5fc/AQAGUgOUyHLBCMixMDpZnYEiOiovUGsGy-XWQ_eaUT8ZhVsnzHVWzEVDhdo6EhMdKSVSsxtsstlSAMjbmVVxmexNuPY.jpg;https://news.mail.ru/society/68730372/
news.mail.ru;ARTICLE (1);Младенец пострадал при столкновении двух авто в Новосибирске;Происшествия ◯ Комсомольская правда (https://kp.ru/) ◯ Авария произошла в Центральном районе города. В Новосибирске в результате столкновения двух иномарок пострадал малолетний ребенок. Авария произошла 16 ноября в Центральном районе города, напротив дома № 5 на улице Военной. Об этом сообщили в пресс-службе ГАИ Новосибирской области.;16:42, 16 ноября 2025;https://resizer.mail.ru/p/920efee8-f3d6-5f7d-ae38-ba45ad730644/AQAG_tY9D9CkxLAw5A4EkVgCCLLAOe6d5iJF6tWlG9pk5L3rLBuT_dBkMkTCayZYjwhUAjYG7jC-IShwjBC7Elg1w9s.jpg;https://news.mail.ru/incident/68730458/
news.mail.ru;ARTICLE (1);Пушков рассказал о последствиях возможной операции США против Венесуэлы;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Возможная операция Вашингтона против Венесуэлы ставит американского президента Дональда Трампа в непростое положение, поскольку он обещал не ввязывать США в дорогостоящие войны за рубежом, и обернуться против главы Белого дома, считает сенатор Алексей Пушков.;16:40, 16 ноября 2025;https://resizer.mail.ru/p/67ebd10a-44c6-547e-aaf4-729f5c19bff5/AQAGfmstcT1jW-T6aLm24eBgU8CdMIrQCoyD1BME2CIi21dcFSVPiT1h3WItClFTj8wiBviHLnwcNCSNdvSd8Q_kWpA.jpg;https://news.mail.ru/society/68730401/
news.mail.ru;ARTICLE (1);Военные заняли Малую Токмачку и Ровнополье в Запорожской области;СВО ◯ РБК (https://www.rbc.ru/) ◯ Российские силы освободили населенные пункты Малая Токмачка и Ровнополье в Запорожской области, сообщило Минобороны. Ма́лая Токмачка — село в Ореховском районе Запорожской области, административный центр Малотокмачанского сельсовета.;16:23, 16 ноября 2025;https://resizer.mail.ru/p/6f499a45-80a6-55a6-b977-df21add4c8df/AQAG9sfBlWamFhyXR74zA7fxEkwNG28vgcplTliKIKaJNN4jW_SHbr8DZGheXlVgsQiQHvPpQbxsZJ5hTQPjx-NZP8g.png;https://news.mail.ru/svo/68730544/
news.mail.ru;ARTICLE (1);В МВД предупредили о мошенниках, звонящих от лица горадминистрации;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Мошенники начали звонить россиянам от лица горадминистрации и похищать персональные данные пол предлогом регистрации в личном кабинете для получения «выплат ветеранам труда», сообщило УБК МВД России.;16:08, 16 ноября 2025;https://resizer.mail.ru/p/b84bd5e6-9d2c-5151-9b74-ba3e20969703/AQAGzmrwKKJvAtx9NCT3ONtAts2W8szcIHWO8qprCMuBCOxUVdSgpLRZ6VkTJhd43uSyrLUFQyJkqmroTHFYBBTuvGQ.jpg;https://news.mail.ru/society/68730451/
news.mail.ru;ARTICLE (1);Встречу Путина и Трампа отложили на какое-то время, заявил Ушаков;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Встречу президентов России и США Владимира Путина и Дональда Трампа на какое-то время отложили, контакты на этот счет идут, заявил помощник президента РФ Юрий Ушаков. «Договорились о встрече в Будапеште, потом встречу на какое-то время отложили. Контакты на этот счет идут», — сказал Ушаков журналисту «России 1» Павлу Зарубину.;15:51, 16 ноября 2025;https://resizer.mail.ru/p/e8c5429a-62a9-5133-a47c-e576aef6fa9c/AQAGhe_hMDsX8fPTJE99FN2FqdGtwF4-9voi3UDvXCemS9BzwT2XLIy3y4HZNaqsVcxIyJPWJApKfg92Dotm438_KfU.jpg;https://news.mail.ru/society/68730275/
news.mail.ru;ARTICLE (1);В Видном при пожаре в кафе погибли два человека;Происшествия ◯ ТАСС (https://www.tass.ru/) ◯ В Видном Московской области два человека стали жертвами пожара, сообщает областной главк МЧС РФ. «В 21:49 поступило сообщение о пожаре по адресу: Видное, ул. Вокзальная, д. 1. На момент прибытия пожарных наблюдалось горение внутри здания на площади 30 кв. метров. В результате пожара пострадали четыре человека, из них погибли два человека», — сказал собеседник агентства.;15:49, 16 ноября 2025;https://resizer.mail.ru/p/ac4ed64b-e711-51ce-a529-2f52cbb11faa/AQAGEE56hKSA62cAkm5MyTj4UUv9Ks9vwwk8RUT1KZqG0CQ-APjm6kq_Qe-614StahvfWwt3yBDcmfRur83Xy_FP7ok.jpg;https://news.mail.ru/incident/68730053/
news.mail.ru;ARTICLE (1);Newsweek: в переписке Эпштейна нашли упоминание о компромате на Трампа;Политика ◯ Газета.Ру (https://www.gazeta.ru/) ◯ В опубликованной демократами переписке Джеффри Эпштейна упоминается «секс-компромат» на Дональда Трампа, с которым может быть ознакомлен Владимир Путин, пишет Newsweek. По данным журнала, речь идет о якобы имевшей место интимной связи американского лидера с человеком по прозвищу Бубба: в одном из сообщений брат Эпштейна уточняет, «есть ли фотографии» сексуального контакта у Путина. Сам Трамп назвал публикацию документов «мистификацией», призванной отвлечь внимание от провалов демократов.;15:42, 16 ноября 2025;https://resizer.mail.ru/p/18ba9de9-e1af-5d07-be60-4f2ec5e4176f/AQAGQo7lUcHfPOd6vRf9tfmt7_BFE_CTSrG6pcIVDbuIdU6Lc2YZ4K-6hUj_-ORzTbVGwXjCcHEnFySoz7OjXEniaEY.jpg;https://news.mail.ru/politics/68730234/
news.mail.ru;ARTICLE (1);Политик Мема призвал Зеленского снять запрет на переговоры с Россией;Политика ◯ RT на русском (https://russian.rt.com) ◯ Член финской партии «Альянс свободы» Армандо Мема призвал Владимира Зеленского снять запрет на проведение переговоров с Россией. На своей странице в соцсети X он указал, что Россия постоянно стремилась к диалогу и дипломатии с Западом, а также призывала к мирному урегулированию конфликта.;15:15, 16 ноября 2025;https://resizer.mail.ru/p/1689f12f-1375-510b-adf2-44db6cf6e62a/AQAGX6tVXiHUUNDWryHMYo0RXP0d-e6rwvpTkuDn_PbczhhT8dXuOIVrOUk2bxXM-wS6otgzBc1qj1e2ZAq9_VwwY5s.jpg;https://news.mail.ru/politics/68729818/
news.mail.ru;ARTICLE (1);В Одесской области заявили о повреждении объектов энергетики;Общество ◯ RT на русском (https://russian.rt.com) ◯ В Одесской области повреждены объекты энергетики, сообщил глава областной военной администрации Олег Кипер. «Снова повреждены объекты энергетики, в том числе солнечная электростанция», — написал он в своём Telegram-канале.;15:14, 16 ноября 2025;https://resizer.mail.ru/p/04de9792-4487-5828-9db5-4f2cee2db1a2/AQAGKt__bW8MQek3thM7pZR8dEfpDrgPZeSP0AxE-nrrei1au7ewXPnhv57xLuvpa4FaYWI9GHRUss3RzmZDccF0ZF0.jpg;https://news.mail.ru/society/68729857/
